id,pagerank
C1675375648,4.233459264614341
C746062580,4.233459264614341
C2073764942,3.6435510064303753
C389378891,3.6435510064303753
C1431689012,3.6435510064303753
C234827271,3.6435510064303753
C1867332127,3.6435510064303753
C1374807407,3.6435510064303753
C830615916,3.6435510064303753
C1963735894,3.05364274824641
